identifier,DateTime,AmbientTemperature,ExhaustVacuum,AmbientPressure,RelativeHumidity,ElectricalOutput
1646,4/11/2016 0:00,14.43,45.08,1023.23,83.98,465.07
1647,4/11/2016 1:00,29.3,67.69,1007.17,55.5,430.72
1648,4/11/2016 2:00,22.61,42.8,1014.24,69.71,460.26
1649,4/11/2016 3:00,19.83,59.21,1012.67,96.42,440.03
1650,4/11/2016 4:00,26.17,59.92,1010.01,73.75,444.96
1651,4/11/2016 5:00,5.78,45.87,1012.65,88.8,483.27
1652,4/11/2016 6:00,8.77,40.46,1019.68,77.84,475
1653,4/11/2016 7:00,24.48,69.13,1002.88,69.43,432.71
1654,4/11/2016 8:00,15.29,41.1,1005.75,85.53,467.99
1655,4/11/2016 9:00,9.44,43.99,1020.31,98.06,475.01
1656,4/11/2016 10:00,26.4,48.41,1008.51,66.95,442.23
1657,4/11/2016 11:00,21.95,60.95,1015.22,75.09,450.38
1658,4/11/2016 12:00,22.42,60.08,1017.71,67.46,452.31
1659,4/11/2016 13:00,24.32,65.48,1017.55,59.02,443.31
1660,4/11/2016 14:00,30.15,72.51,1009.37,50.64,443.72
1661,4/11/2016 15:00,6.86,40.02,1031.5,77.94,476.45
1662,4/11/2016 16:00,14.46,45.87,1008.26,89.44,458.69
1663,4/11/2016 17:00,4.73,41.31,999.77,93.44,486.6
1664,4/11/2016 18:00,10.27,38.38,1022.16,70.77,475.58
1665,4/11/2016 19:00,20.37,54.9,1016.94,65.86,453.94
1666,4/11/2016 20:00,8.12,43.02,1013.56,85.26,483.55
1667,4/11/2016 21:00,28.57,69.34,1007.98,65.55,439.46
1668,4/11/2016 22:00,18.81,49.15,1020.79,67.09,459.81
1669,4/11/2016 23:00,28.62,63.77,1012.82,55.77,441.97
1670,4/12/2016 0:00,13.96,40.83,1009.89,84.86,469.86
1671,4/12/2016 1:00,30.47,72.86,1004.02,66.35,432.51
1672,4/12/2016 2:00,29.13,66.56,1006.63,52.85,439.31
1673,4/12/2016 3:00,24.41,56.9,1006.58,77.94,439.51
1674,4/12/2016 4:00,14.56,45.51,1015.39,69.84,469.79
1675,4/12/2016 5:00,7.11,39.9,1008.82,87.76,484.21
1676,4/12/2016 6:00,7.92,39.54,1011.51,84.41,481.44
1677,4/12/2016 7:00,14.56,41.76,1023.82,85.36,464.3
1678,4/12/2016 8:00,17.45,42.28,1007.64,69.19,463.83
1679,4/12/2016 9:00,29.75,70.32,1007.35,55.8,427.2
1680,4/12/2016 10:00,14.86,37.85,1010.58,86.8,467.71
1681,4/12/2016 11:00,10.57,36.71,1022.11,82.39,472.62
1682,4/12/2016 12:00,30.09,76.2,1006.64,61.02,434.68
1683,4/12/2016 13:00,6.82,41.03,1022.12,87.63,489.64
1684,4/12/2016 14:00,15.4,41.16,1005.34,80.22,465.16
1685,4/12/2016 15:00,7.31,43.02,1014.19,86.43,484.82
1686,4/12/2016 16:00,32.56,68.94,1007.12,58.18,425.61
1687,4/12/2016 17:00,9.77,39.04,1023.73,76.06,483.87
1688,4/12/2016 18:00,29.22,72.39,1000.87,77.39,430.24
1689,4/12/2016 19:00,14.33,38.73,1003.52,85.92,468.86
1690,4/12/2016 20:00,23.36,74.93,1016.57,71.91,443.78
1691,4/12/2016 21:00,15.23,44.9,1007.75,81.34,456.07
1692,4/12/2016 22:00,26.82,65.27,1013.6,53.85,437.84
1693,4/12/2016 23:00,32.41,72.86,1003.69,58.04,432.75
1694,4/13/2016 0:00,12.92,39.35,1014.56,88.29,469.83
1695,4/13/2016 1:00,16.92,44.6,1017.34,58.75,460.17
1696,4/13/2016 2:00,17.18,63.09,1020.67,93.58,451.37
1697,4/13/2016 3:00,29.31,64.84,1010.49,53.97,442.11
1698,4/13/2016 4:00,27.04,48.41,1008.57,60.73,441.21
1699,4/13/2016 5:00,13.21,43.71,1024.5,86.59,466.39
1700,4/13/2016 6:00,12.3,39.85,1012.59,73.38,476.42
1701,4/13/2016 7:00,14.66,41.76,1022.12,78.13,463.6
1702,4/13/2016 8:00,29.1,73.9,1007.47,59.48,436.56
1703,4/13/2016 9:00,24.54,60.23,1011.55,72.78,445.25
1704,4/13/2016 10:00,25.24,68.67,1006.76,76.95,442.29
1705,4/13/2016 11:00,24.81,66.44,1011.19,69.96,435.79
1706,4/13/2016 12:00,8.75,36.3,1015.61,57.53,480.4
1707,4/13/2016 13:00,18.01,44.2,1018.84,55.72,456.36
1708,4/13/2016 14:00,28.44,67.07,1006.08,50.42,433.15
1709,4/13/2016 15:00,13.56,40.75,1016.05,74.64,474.26
1710,4/13/2016 16:00,8.13,71.14,1018.94,86.7,471.99
1711,4/13/2016 17:00,18.97,44.78,1007.87,47.98,463.46
1712,4/13/2016 18:00,25.66,70.02,1010.89,68.14,442.2
1713,4/13/2016 19:00,24.32,66.25,1009.09,91.89,444.93
1714,4/13/2016 20:00,16.7,46.18,1011.4,95.51,458.05
1715,4/13/2016 21:00,7.61,43.22,1014.8,86.92,478.55
1716,4/13/2016 22:00,9.01,38.56,1016.67,63.61,482.37
1717,4/13/2016 23:00,14.98,39.58,1011.78,75.07,467.77
1718,4/14/2016 0:00,30.24,67.32,1014.07,46.53,437.18
1719,4/14/2016 1:00,13.53,38.73,1004.86,85.38,472.46
1720,4/14/2016 2:00,16.73,43.79,1016.25,73.58,468.87
1721,4/14/2016 3:00,11.94,39.28,1017.04,89.88,475.59
1722,4/14/2016 4:00,25.68,67.79,1010.66,69.51,449.04
1723,4/14/2016 5:00,17.84,61.27,1020.1,70.68,454.57
1724,4/14/2016 6:00,22.66,61.27,1019.29,55.43,448.68
1725,4/14/2016 7:00,15.69,44.6,1014.06,61.51,462.07
1726,4/14/2016 8:00,22.88,63.91,1009.63,87.82,442.5
1727,4/14/2016 9:00,30.78,73.67,1005.97,58.7,427.15
1728,4/14/2016 10:00,18.44,45.38,1014.3,86.02,461.99
1729,4/14/2016 11:00,12.03,41.58,1015.09,90.43,464.02
1730,4/14/2016 12:00,27.74,74.78,1010.05,60.82,436.87
1731,4/14/2016 13:00,33.01,69.88,1006.71,53.25,433.5
1732,4/14/2016 14:00,10.56,41.54,1019.92,78.95,479.33
1733,4/14/2016 15:00,28.8,71.58,1010.51,59.87,434.82
1734,4/14/2016 16:00,18,44.06,1016.8,78.88,454.59
1735,4/14/2016 17:00,15.27,38.73,1002.83,77.77,465.99
1736,4/14/2016 18:00,6.26,41.31,1002.04,87.54,485.57
1737,4/14/2016 19:00,9.24,41.4,1018.34,84.91,477.65
1738,4/14/2016 20:00,19.65,51.3,1014.81,90.23,452.5
1739,4/14/2016 21:00,21.32,49.02,1008.81,85.81,445.65
1740,4/14/2016 22:00,8.43,40.69,1020.36,87.28,484.94
1741,4/14/2016 23:00,23.49,42.8,1013.96,65.31,459.9
1742,4/15/2016 0:00,17.88,46.97,1013.73,67.78,456.77
1743,4/15/2016 1:00,24.7,44.57,1008.24,57.62,444.65
1744,4/15/2016 2:00,28.4,74.93,1013.65,48.6,442.23
1745,4/15/2016 3:00,24.59,60.37,1005.31,76.81,438.09
1746,4/15/2016 4:00,18.28,60.1,1009.72,85.79,452.93
1747,4/15/2016 5:00,10.08,37.92,1010.47,66.37,474.63
1748,4/15/2016 6:00,14.48,46.18,1015.83,92.15,462.3
1749,4/15/2016 7:00,24.77,48.92,1010.25,47.04,448.25
1750,4/15/2016 8:00,26.13,79.74,1005.61,90.27,431.29
1751,4/15/2016 9:00,7.61,38.06,1021.16,83.22,484.14
1752,4/15/2016 10:00,22.06,59.21,1012.84,87.06,442.31
1753,4/15/2016 11:00,20.51,39.72,1002.25,47.97,452.39
1754,4/15/2016 12:00,22.99,56.57,1013.93,78.77,445.44
1755,4/15/2016 13:00,14.05,39.59,1011.2,94.54,464.63
1756,4/15/2016 14:00,10.95,40.81,1016.19,77.96,474.36
1757,4/15/2016 15:00,11.84,40.05,1014.54,86.78,473.82
1758,4/15/2016 16:00,20.76,51.19,1009,87.23,445
1759,4/15/2016 17:00,12.89,48.14,1017.48,83.95,463.77
1760,4/15/2016 18:00,26.62,72.43,1006.79,82.74,430.22
1761,4/15/2016 19:00,15.8,41.1,1003,77.36,465.87
1762,4/15/2016 20:00,17.8,43.72,1008.71,78.5,458.92
1763,4/15/2016 21:00,5.5,39.04,1021.46,78.91,478.65
1764,4/15/2016 22:00,12.38,44.2,1020.23,81.5,467.04
1765,4/15/2016 23:00,17.14,44.2,1018.91,62.18,457.02
1766,4/16/2016 0:00,9.41,39.61,1016.14,78.38,477.34
1767,4/16/2016 1:00,14.44,41.2,1015.96,81.97,469.85
1768,4/16/2016 2:00,11.68,40.55,1022.21,85.76,475.13
1769,4/16/2016 3:00,17.48,49.39,1021.51,84.53,460.01
1770,4/16/2016 4:00,13.87,41.74,1021.42,64.02,472.12
1771,4/16/2016 5:00,23.57,70.04,1011.06,82.79,437.53
1772,4/16/2016 6:00,15.85,49.69,1015.48,88.65,464.72
1773,4/16/2016 7:00,25.59,73.5,1011.19,81.52,435.48
1774,4/16/2016 8:00,13.95,71.14,1019.76,75.51,461.18
1775,4/16/2016 9:00,17.12,49.5,1014.79,87.03,463.39
1776,4/16/2016 10:00,23.99,67.69,1007.9,78.57,437.1
1777,4/16/2016 11:00,24.41,52.3,1006.28,70.33,442.62
1778,4/16/2016 12:00,30.25,71.8,1010.87,60.4,437.28
1779,4/16/2016 13:00,13.38,40.89,1010.48,92.55,472.15
1780,4/16/2016 14:00,27.55,73.68,1013.62,81.13,431.86
1781,4/16/2016 15:00,25.16,77.3,1000.73,86.4,439.37
1782,4/16/2016 16:00,34.15,68.51,1010.75,37.02,430.19
1783,4/16/2016 17:00,12.68,40.73,1017.66,92.08,465.94
1784,4/16/2016 18:00,24.64,58.49,1011.2,72.67,444.95
1785,4/16/2016 19:00,25.38,70.94,1007.87,73.59,446.31
1786,4/16/2016 20:00,31.35,71.32,1005.99,62.35,434.43
1787,4/16/2016 21:00,7.79,41.01,1024,97.2,477
1788,4/16/2016 22:00,19.19,63.31,1016.88,66.58,453.16
1789,4/16/2016 23:00,11.8,42.34,1020.25,93.54,466.52
1790,4/17/2016 0:00,20.47,63.07,1012.79,88.67,451.71
1791,4/17/2016 1:00,24.82,71.94,1010.5,64.67,438.69
1792,4/17/2016 2:00,29.6,71.58,1010.34,52.56,434.64
1793,4/17/2016 3:00,9.48,40.11,1025.49,73.81,472.16
1794,4/17/2016 4:00,28.42,73.4,1011.39,62.72,438.25
1795,4/17/2016 5:00,11.86,39.85,1013,66.92,478.29
1796,4/17/2016 6:00,14.48,40.89,1011.39,82.18,470.44
1797,4/17/2016 7:00,4.71,42.07,1005.35,82.26,486.79
1798,4/17/2016 8:00,21.7,60.77,1018.07,88.15,444.66
1799,4/17/2016 9:00,28.97,67.9,1006.19,65.81,434.7
1800,4/17/2016 10:00,14.1,44.84,1025.09,79.42,468.22
1801,4/17/2016 11:00,11.74,40.71,1020.64,82.15,470.05
1802,4/17/2016 12:00,23.82,48.92,1010.48,44.45,446.85
1803,4/17/2016 13:00,23.01,44.05,1006.56,74.95,450.67
1804,4/17/2016 14:00,25.77,68.08,1010.99,73.58,433.46
1805,4/17/2016 15:00,27,59.15,1013.12,61.39,440.58
1806,4/17/2016 16:00,11.92,40.62,1015.91,55.4,464.9
1807,4/17/2016 17:00,12.83,41.67,1012.84,84.29,474.81
1808,4/17/2016 18:00,13.69,43.22,1009.94,74.64,466.72
1809,4/17/2016 19:00,14.17,42.86,1030.94,66.47,466.2
1810,4/17/2016 20:00,12.82,41.58,1020.37,81.06,464.07
1811,4/17/2016 21:00,16.7,46.18,1012.6,96.15,455.93
1812,4/17/2016 22:00,6.5,41.14,1028.15,86.78,480.96
1813,4/17/2016 23:00,8.28,40.56,1023.29,79.44,486.4
1814,4/18/2016 0:00,28.46,69.75,1009.46,79.75,435.75
1815,4/18/2016 1:00,27.16,56.85,1012.07,39.05,437.4
1816,4/18/2016 2:00,14.12,42.86,1011.84,88.29,471.86
1817,4/18/2016 3:00,10.8,40.69,1014.3,87.44,478.19
1818,4/18/2016 4:00,21.4,44.57,1005.7,73.09,445.09
1819,4/18/2016 5:00,26.45,54.5,1014.96,65.55,450.76
1820,4/18/2016 6:00,27.39,66.93,1017.16,53.75,441.04
1821,4/18/2016 7:00,25.78,47.93,1003.67,67.23,442.46
1822,4/18/2016 8:00,9.5,37.36,1015.13,63.41,478.8
1823,4/18/2016 9:00,25.1,74.87,1010.01,79.41,439.93
1824,4/18/2016 10:00,31.98,70.17,999.43,59.42,430.92
1825,4/18/2016 11:00,11.71,40.05,1014.49,86.09,471.49
1826,4/18/2016 12:00,13.81,40.2,1013.66,88.16,464.23
1827,4/18/2016 13:00,21.95,68.63,1012.8,61.55,448.9
1828,4/18/2016 14:00,6.94,39.61,1017.74,81.43,480.07
1829,4/18/2016 15:00,14.26,42.86,1011.33,88.37,471.19
1830,4/18/2016 16:00,19.04,50.12,1010.53,100.09,446.59
1831,4/18/2016 17:00,14.65,39.28,1014.04,77.98,470.41
1832,4/18/2016 18:00,22.35,65.61,1016.27,73.93,448.41
1833,4/18/2016 19:00,33.33,73.03,1014.2,42.28,436.05
1834,4/18/2016 20:00,12.32,41.62,1012.16,88.37,455.71
1835,4/18/2016 21:00,29.55,66.25,1009.38,69.55,436.29
1836,4/18/2016 22:00,14.81,42.77,1017.83,75.09,463.06
1837,4/18/2016 23:00,19.48,58.66,1013.32,73.16,454.4
1838,4/19/2016 0:00,28.01,51.43,1011.6,49.2,449.82
1839,4/19/2016 1:00,31.46,70.79,1003.54,59.51,425.68
1840,4/19/2016 2:00,13.98,40.71,1022.72,71.83,474.46
1841,4/19/2016 3:00,27.32,73.42,1012.07,86.3,432.74
1842,4/19/2016 4:00,24.75,63.57,1010.47,84.24,445.3
1843,4/19/2016 5:00,28.29,61.86,1011.87,64.17,438.25
1844,4/19/2016 6:00,26.24,70.36,1005.4,82.43,437.31
1845,4/19/2016 7:00,9.54,41.17,1019.79,65.61,481.18
1846,4/19/2016 8:00,27.44,52.3,1008.15,58.92,441.75
1847,4/19/2016 9:00,20.86,51.3,1012.03,92.46,449.67
1848,4/19/2016 10:00,7.69,36.24,1013.08,88.37,482.46
1849,4/19/2016 11:00,22.97,64.15,1021,70.61,450.07
1850,4/19/2016 12:00,20.24,56.03,1019.78,59.8,460.76
1851,4/19/2016 13:00,8.5,39.16,1014.1,86.64,485.76
1852,4/19/2016 14:00,19.38,63.56,1013.13,83.54,452.01
1853,4/19/2016 15:00,21.31,58.05,1012.94,88.39,446.76
1854,4/19/2016 16:00,32.98,71.32,1003.67,49.78,433.56
1855,4/19/2016 17:00,26.49,78.92,1010.82,83.42,434.91
1856,4/19/2016 18:00,32.14,68.31,1010.48,42.15,436.15
1857,4/19/2016 19:00,9.45,43.5,1018.89,84.29,476.1
1858,4/19/2016 20:00,15.06,39.3,1019.63,63.32,464.15
1859,4/19/2016 21:00,15.7,44.21,1021.26,86.83,462.19
1860,4/19/2016 22:00,21.47,57.19,1006.45,75.8,448.31
1861,4/19/2016 23:00,9.08,36.71,1025.07,81.32,479.02
1862,4/20/2016 0:00,25.72,72.39,1003.01,86.38,432.77
1863,4/20/2016 1:00,20.25,63.91,1009.27,97.97,448.37
1864,4/20/2016 2:00,23.7,62.91,1012.26,57.89,444.99
1865,4/20/2016 3:00,31.84,71.37,1003.51,46.22,432.04
1866,4/20/2016 4:00,13.15,41.14,1026.72,80.31,461.49
1867,4/20/2016 5:00,10.33,41.44,1015.24,86.72,478.79
1868,4/20/2016 6:00,29.23,77.3,1002.71,65.24,438.05
1869,4/20/2016 7:00,20.29,65.27,1013.17,74.94,445.52
1870,4/20/2016 8:00,12.65,41.93,1023.07,65.05,479.53
1871,4/20/2016 9:00,25.06,65.46,1014.37,38.82,443.03
1872,4/20/2016 10:00,23,63.78,1015.85,70.46,444.62
1873,4/20/2016 11:00,21.9,47.43,1006.8,60.48,452.13
1874,4/20/2016 12:00,23.76,58.41,1013.85,85.38,445.85
1875,4/20/2016 13:00,10.05,41.17,1018.98,83.71,481.38
1876,4/20/2016 14:00,24.81,59.43,1009.42,54.64,439.33
1877,4/20/2016 15:00,25.69,64.45,1013.05,42,450.94
1878,4/20/2016 16:00,14.1,44.92,1023.95,89.5,467.22
1879,4/20/2016 17:00,10.17,41.46,1020.01,84.86,482.36
1880,4/20/2016 18:00,16.57,53.82,1015.17,63.69,462.52
1881,4/20/2016 19:00,19.02,44.85,1014.57,43.37,465.42
1882,4/20/2016 20:00,14.8,40.2,1012.87,88.35,466.27
1883,4/20/2016 21:00,29.39,69.89,1013.92,47.36,434.27
1884,4/20/2016 22:00,25.38,63.87,1018.7,52.48,442.13
1885,4/20/2016 23:00,13.52,42.34,1017.97,95.34,463.71
1886,4/21/2016 0:00,22.31,51.19,1009.38,79.72,444.74
1887,4/21/2016 1:00,17.55,43.14,1018.86,76,461.58
1888,4/21/2016 2:00,12.83,44.88,1017.86,87.88,474.26
1889,4/21/2016 3:00,26.77,74.22,1008.87,74.68,434.35
1890,4/21/2016 4:00,24.49,65.46,1015.77,44.95,445.27
1891,4/21/2016 5:00,15.21,43.56,1012.92,56.61,467
1892,4/21/2016 6:00,31.15,67.45,1014.85,42.11,431.97
1893,4/21/2016 7:00,19.45,38.52,1017.99,62.86,451.96
1894,4/21/2016 8:00,17.68,45.17,1017.5,77.57,461.96
1895,4/21/2016 9:00,22.01,58.46,1016.26,75.99,443.75
1896,4/21/2016 10:00,13.6,42.86,1013.37,87.52,472.27
1897,4/21/2016 11:00,17.63,40.55,1002.27,73.42,462.13
1898,4/21/2016 12:00,23.74,52.3,1008.88,76.34,444.4
1899,4/21/2016 13:00,21.34,51.61,1010.11,80.7,452
1900,4/21/2016 14:00,6.48,36.24,1013.62,92.03,484.65
1901,4/21/2016 15:00,24.32,59.14,1017.46,80.14,438.08
1902,4/21/2016 16:00,13.8,39.82,1012.37,83.69,473.56
1903,4/21/2016 17:00,30.74,71.77,1006.24,53.38,434.89
1904,4/21/2016 18:00,26.52,77.17,1008.71,92.32,432.48
1905,4/21/2016 19:00,24.01,46.93,1013.3,52.24,448.35
1906,4/21/2016 20:00,25.12,71.58,1010.18,87.5,433.58
1907,4/21/2016 21:00,33.26,68.51,1012.49,52.68,429.38
1908,4/21/2016 22:00,3.38,41.31,998.79,97.76,489.11
1909,4/21/2016 23:00,15.77,58.16,1016.09,82.56,450.11
1910,4/22/2016 0:00,10.75,45.01,1018.73,93.16,471.47
1911,4/22/2016 1:00,18.04,44.85,1015.13,48.4,463.31
1912,4/22/2016 2:00,20.79,50.59,1017.75,73.35,456.01
1913,4/22/2016 3:00,24.85,70.09,1006.56,70.09,439.96
1914,4/22/2016 4:00,14.87,35.71,1015.53,57.7,468.75
1915,4/22/2016 5:00,10.93,39.22,1019.44,64.94,473.27
1916,4/22/2016 6:00,9.51,40.46,1018.84,70.12,471.32
1917,4/22/2016 7:00,27.57,60.07,1016.52,54.75,440.12
1918,4/22/2016 8:00,26.13,48.06,1013.5,47.67,440.99
1919,4/22/2016 9:00,11.72,40.92,1023.35,88.55,465.88
1920,4/22/2016 10:00,13.32,41.7,1020.22,88.3,451.93
1921,4/22/2016 11:00,15.65,54.3,1018,69.66,461.69
1922,4/22/2016 12:00,28.98,70.8,1008.19,73.45,434.08
1923,4/22/2016 13:00,21.96,48.6,1004.87,76.27,446.56
1924,4/22/2016 14:00,21.29,47.45,1008.85,71.6,447.78
1925,4/22/2016 15:00,22,51.3,1012.87,85.79,450.18
1926,4/22/2016 16:00,16.49,49.39,1018.1,93.13,461.54
1927,4/22/2016 17:00,23.57,63.91,1011.65,80.74,441.93
1928,4/22/2016 18:00,22.72,69.13,1010.81,92.43,438.01
1929,4/22/2016 19:00,26.06,71.73,1009.65,77.02,432.38
1930,4/22/2016 20:00,31.11,74.16,1012.2,58.86,435.69
1931,4/22/2016 21:00,17.34,45.01,1013.22,77.71,459.01
1932,4/22/2016 22:00,24.42,64.79,1016.12,69.32,449.1
1933,4/22/2016 23:00,28.88,71.98,1005.37,74.24,428.61
1934,4/23/2016 0:00,14.28,42.77,1020.06,81.77,466.75
1935,4/23/2016 1:00,12.28,40.92,1023.23,89.14,460.33
1936,4/23/2016 2:00,19.92,38.52,1018.15,60.68,451.16
1937,4/23/2016 3:00,7.98,40.77,1008.69,98.65,480.72
1938,4/23/2016 4:00,29.17,72.99,1006.86,64.92,430.59
1939,4/23/2016 5:00,20.71,58.79,1017.48,86.67,444.39
1940,4/23/2016 6:00,25.15,62.91,1012.23,48.22,444.19
1941,4/23/2016 7:00,18.45,42.44,1013.45,63.52,459.79
1942,4/23/2016 8:00,27.96,77.24,1007.23,78.51,433.35
1943,4/23/2016 9:00,22.61,45.38,1013.92,62.91,459.53
1944,4/23/2016 10:00,10.62,39.64,1010.51,68.55,478.37
1945,4/23/2016 11:00,7.55,38.08,1019.37,76.32,485.49
1946,4/23/2016 12:00,28.84,74.67,1016.52,67.43,428.98
1947,4/23/2016 13:00,23.55,65.94,1011.76,58.44,443.98
1948,4/23/2016 14:00,19.11,44.85,1014.76,45.86,464.66
1949,4/23/2016 15:00,25.87,67.79,1011.16,79.88,445.87
1950,4/23/2016 16:00,11.68,40.55,1017.31,99.82,473.51
1951,4/23/2016 17:00,27.51,73.67,1005.71,76.75,431.97
1952,4/23/2016 18:00,14.43,39.82,1012.56,78.52,470.17
1953,4/23/2016 19:00,30.22,74.9,1003.57,67.15,434.17
1954,4/23/2016 20:00,18.41,44.9,1008.97,73.81,453.12
1955,4/23/2016 21:00,29.56,71.14,1011.42,53.18,432.09
1956,4/23/2016 22:00,31.54,77.24,1007.83,62.98,430.07
1957,4/23/2016 23:00,25.16,43.21,1011.73,88.69,442.29
1958,4/24/2016 0:00,30.75,73.88,1005.62,57.95,436.97
1959,4/24/2016 1:00,16.71,46.18,1012.06,96.6,458.4
1960,4/24/2016 2:00,20.29,63.09,1019.03,76.07,448.22
1961,4/24/2016 3:00,25.16,54.2,1012.69,58.02,441.99
1962,4/24/2016 4:00,22.56,66.48,1003.82,77.46,437.73
1963,4/24/2016 5:00,32.81,75.08,1005.09,42,433.37
1964,4/24/2016 6:00,27.04,69.98,1008.5,75.41,433.25
1965,4/24/2016 7:00,10.58,42.34,1022.32,94.01,474.91
1966,4/24/2016 8:00,22.91,66.44,1011.23,63.43,444.48
1967,4/24/2016 9:00,31.35,68.67,1005.26,66.85,433.73
1968,4/24/2016 10:00,10.55,41.55,1005.02,63.24,473.99
1969,4/24/2016 11:00,21.53,70.02,1010.33,95.95,440.93
1970,4/24/2016 12:00,13.42,38.91,1012.81,73.82,472.22
1971,4/24/2016 13:00,14.26,44.47,1028.81,72.19,465.77
1972,4/24/2016 14:00,21.89,74.78,1010.35,80.39,444.6
1973,4/24/2016 15:00,22.98,51.95,1006.83,74.92,454.63
1974,4/24/2016 16:00,18.63,61.27,1019.69,73.67,454.03
1975,4/24/2016 17:00,26.28,73.06,1008.06,90.7,437.01
1976,4/24/2016 18:00,10.12,41.55,1005.78,62.34,475.46
1977,4/24/2016 19:00,34.53,73.03,1013.53,36.74,437.03
1978,4/24/2016 20:00,25.55,71.64,1009.09,79.35,439.37
1979,4/24/2016 21:00,25.41,68.94,1007.21,69.2,436.95
1980,4/24/2016 22:00,25.59,65.46,1014.47,37.89,444.9
1981,4/24/2016 23:00,23.09,69.13,1010.93,90.07,436.67
1982,4/25/2016 0:00,10.31,40.67,1017.61,69.61,485.25
1983,4/25/2016 1:00,30.1,66.25,1009.38,65.41,434.99
1984,4/25/2016 2:00,16.81,42.86,1013.83,77.11,464.36
1985,4/25/2016 3:00,21.87,69.45,1014.04,71.19,439.97
1986,4/25/2016 4:00,26.75,43.21,1012.29,87.28,430.45
1987,4/25/2016 5:00,26.3,69.05,1005.37,41.7,438.12
1988,4/25/2016 6:00,27.19,64.96,1006.71,73.99,428.79
1989,4/25/2016 7:00,24.15,71.73,1009.76,85.16,436.55
1990,4/25/2016 8:00,29.28,77.17,1009.4,76.3,433.14
1991,4/25/2016 9:00,13.61,38.47,1015.1,54.98,466.51
1992,4/25/2016 10:00,22.04,57.32,1012.54,62.17,447.27
1993,4/25/2016 11:00,9.86,38.38,1018.22,85.35,479.56
1994,4/25/2016 12:00,25.81,66.51,1016.53,62.19,437.57
1995,4/25/2016 13:00,14.29,39.59,1012.36,92.38,463.13
1996,4/25/2016 14:00,23.15,69.48,1011.07,85.83,436.16
1997,4/25/2016 15:00,4.96,39.4,1003.58,92.22,486.09
1998,4/25/2016 16:00,19.11,58.95,1017.07,85.49,449.89
1999,4/25/2016 17:00,21.84,60.29,1017.23,66.89,454.4
2000,4/25/2016 18:00,27.4,77.24,1007.65,78.13,435.74
2001,4/25/2016 19:00,24.63,63.9,1014.53,75.24,440.23
2002,4/25/2016 20:00,24.37,68.14,1005.22,59.27,440.22
2003,4/25/2016 21:00,27.16,59.87,1011.78,58.84,446.38
2004,4/25/2016 22:00,10.67,42.02,996.55,99.94,472.65
2005,4/25/2016 23:00,11.2,37.5,1013.81,72.81,472.2
2006,4/26/2016 0:00,25.67,68.3,1017.16,74.19,435.89
2007,4/26/2016 1:00,25.93,69.34,1008.91,79.43,434.08
2008,4/26/2016 2:00,25.71,52.84,1006.32,53.29,445.54
2009,4/26/2016 3:00,22.98,73.17,1011.94,90.13,438.5
2010,4/26/2016 4:00,21.94,62.52,1015.99,74.56,449.87
2011,4/26/2016 5:00,22.67,68.08,1013,66.59,443.79
2012,4/26/2016 6:00,27.28,72.58,1009.21,89.96,431.27
2013,4/26/2016 7:00,20.24,56.53,1020.29,77.75,455.25
2014,4/26/2016 8:00,27.92,69.23,1013.21,44.43,435.62
2015,4/26/2016 9:00,31.95,70.79,1003.8,55.25,426.37
2016,4/26/2016 10:00,11.41,40.1,1014.27,91.17,476.81
2017,4/26/2016 11:00,23.74,63.9,1014.73,81.9,445.47
2018,4/26/2016 12:00,18.74,44.34,1019.4,55.16,468.84
2019,4/26/2016 13:00,11.22,41.66,1008.96,72.38,477.53
2020,4/26/2016 14:00,22.53,62.39,1007.84,86.4,450.08
2021,4/26/2016 15:00,26.31,77.95,1012.45,77.22,436.83
2022,4/26/2016 16:00,10.23,42.07,1017.93,91.1,475.14
2023,4/26/2016 17:00,9.07,36.3,1015.26,56.81,479.98
2024,4/26/2016 18:00,8.42,37.49,1009.22,82.15,478.87
2025,4/26/2016 19:00,4.87,42.85,1012.69,94.72,482.05
2026,4/26/2016 20:00,26.91,74.99,1005.64,78.98,437.06
2027,4/26/2016 21:00,10.77,41.44,1016.72,75.27,479.19
2028,4/26/2016 22:00,22.93,58.2,1017.75,54.09,444.95
2029,4/26/2016 23:00,20.19,44.57,1009.2,72.13,454.36
2030,4/27/2016 0:00,25.18,61.08,1013.08,80.75,445.64
2031,4/27/2016 1:00,14.1,41.16,1021.26,73.87,460.01
2032,4/27/2016 2:00,20.79,68.28,1001.42,76.77,445.83
2033,4/27/2016 3:00,30.56,72.39,999.96,69.81,430.85
2034,4/27/2016 4:00,17.67,53.16,1013.59,83.31,457.99
2035,4/27/2016 5:00,12.66,40.35,1011.37,82.77,473.11
2036,4/27/2016 6:00,17.28,65.94,1013.62,89.97,454.76
2037,4/27/2016 7:00,9.47,40.81,1026.44,91.87,479.96
2038,4/27/2016 8:00,20.32,39.72,1001.38,57.21,456.18
2039,4/27/2016 9:00,18.2,52.72,1025.87,54.26,463.47
2040,4/27/2016 10:00,7.81,40.71,1023.32,82.08,475.46
2041,4/27/2016 11:00,29.46,49.3,1003.88,54.1,436.37
2042,4/27/2016 12:00,22.68,70.47,1010.86,82.8,441.47
2043,4/27/2016 13:00,25.76,65.48,1017.82,54.77,441.14
2044,4/27/2016 14:00,23.3,52.84,1003.97,72.16,439.49
