identifier,DateTime,AmbientTemperature,ExhaustVacuum,AmbientPressure,RelativeHumidity
2734,5/26/2016 8:00,23.51,63.78,1016.1,69.79
2735,5/26/2016 9:00,13.58,40.75,1016.05,76.45
2736,5/26/2016 10:00,12.43,40.27,1007.08,61.56
2737,5/26/2016 11:00,16.37,39.64,1009.19,76.92
2738,5/26/2016 12:00,7.64,43.79,1016.17,84.45
2739,5/26/2016 13:00,21.03,59.8,1015.86,76.63
2740,5/26/2016 14:00,33.37,73.88,1005.8,47.94
2741,5/26/2016 15:00,18.92,62.26,1012.05,85.99
2742,5/26/2016 16:00,20.61,48.78,1020.8,85.05
2743,5/26/2016 17:00,22.38,63.31,1014.76,73.8
2744,5/26/2016 18:00,30.2,73.67,1006.31,62.14
2745,5/26/2016 19:00,31.02,70.4,1006.24,77.86
2746,5/26/2016 20:00,17.64,57.76,1016.28,85.04
2747,5/26/2016 21:00,28.85,58.33,1013.78,41.39
2748,5/26/2016 22:00,22.4,70.94,1008.06,84.52
2749,5/26/2016 23:00,19.13,68.61,1010.65,94.92
2750,5/27/2016 0:00,23.79,59.44,1012.53,79.48
2751,5/27/2016 1:00,22.12,60.37,1008.75,92.13
2752,5/27/2016 2:00,29.14,67.45,1015.51,46.47
2753,5/27/2016 3:00,20.17,56.03,1019.47,56.77
2754,5/27/2016 4:00,29.3,74.16,1007.72,81.92
2755,5/27/2016 5:00,5.7,40.62,1016.07,84.94
2756,5/27/2016 6:00,25.5,68.08,1011.13,72.86
2757,5/27/2016 7:00,16.06,47.45,1009.97,88.09
2758,5/27/2016 8:00,27.75,65.34,1014.8,45.91
2759,5/27/2016 9:00,25.12,66.56,1009.22,65.62
2760,5/27/2016 10:00,22.78,62.44,1011.79,75.43
2761,5/27/2016 11:00,29.3,69.48,1010.1,53.69
2762,5/27/2016 12:00,8.01,40.02,1031.33,85.01
2763,5/27/2016 13:00,16.58,38.01,1023.5,60.14
2764,5/27/2016 14:00,17.08,58.86,1016.04,87.46
2765,5/27/2016 15:00,17.54,44.58,1016.56,79
2766,5/27/2016 16:00,26.93,56.9,1006.25,77.79
2767,5/27/2016 17:00,22.52,67.32,1011.4,66.2
2768,5/27/2016 18:00,13.48,46.18,1018.15,88.38
2769,5/27/2016 19:00,9.05,40,1015.48,80.91
2770,5/27/2016 20:00,19.93,56.65,1020.7,62.82
2771,5/27/2016 21:00,29.68,64.33,1011.2,57.73
2772,5/27/2016 22:00,30.52,70.04,1010.62,54.47
2773,5/27/2016 23:00,12.54,40.8,1024.56,68.97
2774,5/28/2016 0:00,27.6,69.05,1003.87,42.01
2775,5/28/2016 1:00,18.48,46.48,1007.53,82.57
2776,5/28/2016 2:00,15.24,48.6,1007.08,86.49
2777,5/28/2016 3:00,4.41,42.07,1005.54,68.85
2778,5/28/2016 4:00,15.82,44.88,1018.59,78.88
2779,5/28/2016 5:00,24.65,72.43,1007.99,90.05
2780,5/28/2016 6:00,19.02,52.72,1025.44,51.9
2781,5/28/2016 7:00,23.32,69.13,1010.75,91.84
2782,5/28/2016 8:00,23.99,68.12,1012.92,70.68
2783,5/28/2016 9:00,10.12,39.96,1025.98,98.63
2784,5/28/2016 10:00,12.53,43.56,1014.8,74.05
2785,5/28/2016 11:00,18.11,52.08,1002.51,100.09
2786,5/28/2016 12:00,24.94,59.07,1008.89,84.79
2787,5/28/2016 13:00,30.92,59.57,1010.87,62.43
2788,5/28/2016 14:00,12.68,45.01,1013.86,83.26
2789,5/28/2016 15:00,25.41,66.49,1014.06,51.09
2790,5/28/2016 16:00,14.12,39.4,1008.02,76.45
2791,5/28/2016 17:00,28.33,64.96,999.71,69.66
2792,5/28/2016 18:00,14.77,49.15,1020.56,80.27
2793,5/28/2016 19:00,29,70.72,1009.51,67.72
2794,5/28/2016 20:00,18.02,49.78,1003.86,100.09
2795,5/28/2016 21:00,11.55,40.6,1014.44,87.06
2796,5/28/2016 22:00,15.31,52.75,1025.21,55.22
2797,5/28/2016 23:00,12.36,37.73,1021.36,65.45
2798,5/29/2016 0:00,19.45,58.95,1017.79,93.46
2799,5/29/2016 1:00,27.05,67.79,1010.99,71.37
2800,5/29/2016 2:00,9.73,40.22,1011.48,87.88
2801,5/29/2016 3:00,11.11,37.5,1013.68,73.67
2802,5/29/2016 4:00,13.01,41.58,1020.82,78.41
2803,5/29/2016 5:00,11.76,40.96,1023.22,81.31
2804,5/29/2016 6:00,17.58,39.63,1004.84,80.43
2805,5/29/2016 7:00,27.54,51.43,1012.3,54.82
2806,5/29/2016 8:00,29.79,77.17,1009.68,64
2807,5/29/2016 9:00,13.83,40.2,1013.28,90.44
2808,5/29/2016 10:00,32.05,77.24,1008.06,67.09
2809,5/29/2016 11:00,28.14,76.86,1000.7,70.17
2810,5/29/2016 12:00,34.11,73.56,1006.77,45.92
2811,5/29/2016 13:00,22.83,70.79,1006.36,92.07
2812,5/29/2016 14:00,21.04,47.43,1007.15,64.82
2813,5/29/2016 15:00,12.39,40.75,1016.05,81.91
2814,5/29/2016 16:00,27.7,72.24,1011.02,67.6
2815,5/29/2016 17:00,16.62,39.99,1007.07,77.14
2816,5/29/2016 18:00,25.27,67.07,1006.34,66.35
2817,5/29/2016 19:00,9.52,41.26,1020.55,89.73
2818,5/29/2016 20:00,17.74,58.33,1013.55,81.8
2819,5/29/2016 21:00,22.9,49.3,1003.45,80.95
2820,5/29/2016 22:00,14.86,43.14,1019.21,99.14
2821,5/29/2016 23:00,26.71,66.25,1008.11,79.28
2822,5/30/2016 0:00,13.42,42.86,1013.88,85.13
2823,5/30/2016 1:00,25.82,72.39,1003.4,86.33
2824,5/30/2016 2:00,15.14,44.21,1019.97,83.86
2825,5/30/2016 3:00,10.17,41.17,1018.58,87.72
2826,5/30/2016 4:00,27.44,65.59,1010.76,68.67
2827,5/30/2016 5:00,23.94,63.21,1013.52,83.12
2828,5/30/2016 6:00,25.16,74.33,1014.55,76.7
2829,5/30/2016 7:00,12.88,42.74,1026.25,74.54
2830,5/30/2016 8:00,31.87,67.32,1013.65,36.69
2831,5/30/2016 9:00,22.18,65.46,1016.74,54.02
2832,5/30/2016 10:00,9.41,41.54,1019.48,82.19
2833,5/30/2016 11:00,12.17,40.6,1013.59,88.62
2834,5/30/2016 12:00,30.57,69.71,1008.94,59.99
2835,5/30/2016 13:00,28.16,70.98,1008.51,72.12
2836,5/30/2016 14:00,9.72,43.41,1016.25,76.39
2837,5/30/2016 15:00,11.9,39.16,1016.53,84.59
2838,5/30/2016 16:00,7.1,41.74,1022.25,91.07
2839,5/30/2016 17:00,11.47,40.27,1005.39,77.4
2840,5/30/2016 18:00,28.19,67.45,1013.97,49.76
2841,5/30/2016 19:00,9.75,36.66,1026.21,70.12
2842,5/30/2016 20:00,7.55,43.65,1019.09,61.71
2843,5/30/2016 21:00,19.9,56.53,1020.52,78.05
2844,5/30/2016 22:00,12.45,40.56,1017.84,66.52
2845,5/30/2016 23:00,9.15,39.61,1018.11,75.29
2846,5/31/2016 0:00,14.38,40.66,1016.34,92.37
2847,5/31/2016 1:00,26.16,67.9,1005.81,61.02
2848,5/31/2016 2:00,22.63,45.61,1014.14,73.06
2849,5/31/2016 3:00,30.51,70.79,1004.55,56.05
2850,5/31/2016 4:00,26.2,60.07,1014.75,59.41
2851,5/31/2016 5:00,25.77,69.04,1009.66,65.49
2852,5/31/2016 6:00,14.74,44.47,1028.29,67.87
2853,5/31/2016 7:00,17.02,44.85,1014.38,62.66
2854,5/31/2016 8:00,17.68,53.16,1013.09,82.79
2855,5/31/2016 9:00,8.93,40.46,1019.03,71
2856,5/31/2016 10:00,9.49,40.69,1015.09,91.31
2857,5/31/2016 11:00,23.48,72.99,1009.61,88.16
2858,5/31/2016 12:00,22.69,49.21,1012.64,46.83
2859,5/31/2016 13:00,12.65,44.34,1019.4,71.45
2860,5/31/2016 14:00,12.79,44.68,1022.51,99.55
2861,5/31/2016 15:00,13.01,41.17,1017.26,76.2
2862,5/31/2016 16:00,30.76,69.14,1007.63,71.24
2863,5/31/2016 17:00,22.56,47.43,1006.72,54.82
2864,5/31/2016 18:00,20.7,58.16,1016.73,68.19
2865,5/31/2016 19:00,21.09,50.9,1012.42,69.09
2866,5/31/2016 20:00,26.35,59.44,1012.16,63.73
2867,5/31/2016 21:00,35.1,68.27,1006.96,43.51
2868,5/31/2016 22:00,14.43,38.28,1014.76,79.76
2869,5/31/2016 23:00,16.32,43.56,1014.4,59.77
2870,6/1/2016 0:00,12.21,40.64,1020.31,83.84
2871,6/1/2016 1:00,32.13,69.98,1013.3,55.85
2872,6/1/2016 2:00,25.68,70.32,1009.08,90.48
2873,6/1/2016 3:00,24.4,62.26,1011.62,70.1
2874,6/1/2016 4:00,6.41,40.81,1026.57,93.51
2875,6/1/2016 5:00,23.38,65.06,1014.12,59.36
2876,6/1/2016 6:00,30.21,75.33,1002.24,66.71
2877,6/1/2016 7:00,22.88,50.23,1016.11,63.77
2878,6/1/2016 8:00,27.99,71.58,1010.68,68.99
2879,6/1/2016 9:00,16.01,49.64,1026.35,77.75
2880,6/1/2016 10:00,31.08,59.57,1010.76,60.49
2881,6/1/2016 11:00,23.09,70.02,1010.58,77.85
2882,6/1/2016 12:00,21.03,69.05,1002.17,75.35
2883,6/1/2016 13:00,12.05,49.83,1008.54,95.11
2884,6/1/2016 14:00,14.73,54.3,1016.75,67.13
2885,6/1/2016 15:00,32.56,68.14,1004.02,35.04
2886,6/1/2016 16:00,6.99,40.07,1014.83,54.36
2887,6/1/2016 17:00,18.84,40.79,1005.18,92.46
2888,6/1/2016 18:00,6.18,41.38,1020.23,81.38
2889,6/1/2016 19:00,13.72,49.83,1006.88,89.49
2890,6/1/2016 20:00,29.48,59.27,1010.99,51.23
2891,6/1/2016 21:00,14.35,39.39,1012.92,82.41
2892,6/1/2016 22:00,19.47,43.43,1011.66,69.93
2893,6/1/2016 23:00,26.92,73.17,1011.42,76.94
2894,6/2/2016 0:00,26.16,70.04,1009.63,73.22
2895,6/2/2016 1:00,19.77,49.39,1019.02,91.03
2896,6/2/2016 2:00,26.92,62.44,1011.09,70.8
2897,6/2/2016 3:00,27.54,75.6,1018.26,57.89
2898,6/2/2016 4:00,18.75,41.1,1001.97,59.6
2899,6/2/2016 5:00,26.29,68.24,1010.71,76.95
2900,6/2/2016 6:00,27.16,65.61,1014.21,47.93
2901,6/2/2016 7:00,16,39.16,1016.37,77.63
2902,6/2/2016 8:00,10.38,37.73,1021.5,75.02
2903,6/2/2016 9:00,30.29,74.16,1008.77,75.23
2904,6/2/2016 10:00,24.69,71.73,1010.13,70.54
2905,6/2/2016 11:00,14.16,40.89,1010.78,82.86
2906,6/2/2016 12:00,9.97,39.99,1010.09,95
2907,6/2/2016 13:00,21.96,51.43,1007.28,89.96
2908,6/2/2016 14:00,32.43,68.31,1010.09,42.22
2909,6/2/2016 15:00,27.99,69.89,1013.94,51.25
2910,6/2/2016 16:00,18.15,45.01,1013.06,72.4
2911,6/2/2016 17:00,8.83,43.56,1014.9,81.55
2912,6/2/2016 18:00,26.62,70.36,1005.15,84.99
2913,6/2/2016 19:00,32.96,68.31,1010.39,42.33
2914,6/2/2016 20:00,24.67,68.61,1010.71,57.47
2915,6/2/2016 21:00,27.06,70.47,1007,72.37
2916,6/2/2016 22:00,25,69.71,1009.23,80.92
2917,6/2/2016 23:00,15.47,38.73,1001.13,77.61
2918,6/3/2016 0:00,17.36,41.23,998.08,63.46
2919,6/3/2016 1:00,29.62,70.02,1010.09,43.1
2920,6/3/2016 2:00,13.54,40.69,1015.85,77.55
2921,6/3/2016 3:00,24.52,59.15,1014.03,74.83
2922,6/3/2016 4:00,9.73,38.56,1017.18,61.81
2923,6/3/2016 5:00,20.6,65.12,1015.53,71.57
2924,6/3/2016 6:00,25.16,68.08,1010.89,70.16
2925,6/3/2016 7:00,20.86,63.73,1008.54,96.83
2926,6/3/2016 8:00,10.31,45.01,1018.42,93.67
2927,6/3/2016 9:00,20.37,69.48,1011.04,84.31
2928,6/3/2016 10:00,17.58,44.9,1020.52,71.48
2929,6/3/2016 11:00,19.04,51.86,1018.05,79.01
2930,6/3/2016 12:00,25.38,71.73,1009.97,72.6
2931,6/3/2016 13:00,32.81,77.17,1009.17,53.13
2932,6/3/2016 14:00,19.41,67.32,1012.34,78.8
2933,6/3/2016 15:00,21.73,69.05,1001.31,86.64
2934,6/3/2016 16:00,22.29,56.89,1014.39,84.89
2935,6/3/2016 17:00,29.39,71.14,1010.97,53.88
2936,6/3/2016 18:00,20.08,58.12,1015.53,80.84
2937,6/3/2016 19:00,16.51,51.86,1022.37,81.18
2938,6/3/2016 20:00,14.47,42.99,1009.78,91.15
2939,6/3/2016 21:00,17.37,40.55,1001.19,71.42
2940,6/3/2016 22:00,17.03,43.99,1021.5,82.32
2941,6/3/2016 23:00,25.91,67.07,1005.66,60.12
2942,6/4/2016 0:00,6.03,40.78,1025.53,98.68
2943,6/4/2016 1:00,31.9,73.42,1010.82,60.58
2944,6/4/2016 2:00,20.03,47.45,1009.04,77.56
2945,6/4/2016 3:00,31.23,68.67,1005.82,52.1
2946,6/4/2016 4:00,13.8,45.08,1023.99,79.72
2947,6/4/2016 5:00,15.52,41.93,1022.97,52.92
2948,6/4/2016 6:00,23.68,51.3,1011.86,71.24
2949,6/4/2016 7:00,23.25,70.32,1009.28,86.52
2950,6/4/2016 8:00,24.58,49.02,1008.85,79.32
2951,6/4/2016 9:00,8.3,36.3,1015.97,60.62
2952,6/4/2016 10:00,9.27,42.02,1004.29,95.05
2953,6/4/2016 11:00,15.52,42.86,1015.09,83.48
2954,6/4/2016 12:00,30.71,68.24,1006.15,34.15
2955,6/4/2016 13:00,11.47,25.36,1008.27,95.4
2956,6/4/2016 14:00,30.51,70.94,1007.64,59.42
2957,6/4/2016 15:00,26.43,66.48,1004.36,55.9
2958,6/4/2016 16:00,28.65,70.32,1008.46,58.13
2959,6/4/2016 17:00,21.38,49.21,1012.49,53.77
2960,6/4/2016 18:00,19.97,59.21,1017.87,83.46
2961,6/4/2016 19:00,19.38,54.9,1017.08,70.46
2962,6/4/2016 20:00,17.77,44.6,1016.97,54.25
2963,6/4/2016 21:00,7.04,41.74,1021.91,88.55
2964,6/4/2016 22:00,30.3,69.51,1011.8,50.43
2965,6/4/2016 23:00,14.91,43.34,1015.15,81.56
2966,6/5/2016 0:00,26.87,69.23,1012.71,54.54
2967,6/5/2016 1:00,18.86,51.43,1010.27,86
2968,6/5/2016 2:00,20.77,43.77,1010.76,63.12
2969,6/5/2016 3:00,12.2,44.77,1018.64,76.1
2970,6/5/2016 4:00,16.17,41.79,1005.78,78.8
2971,6/5/2016 5:00,11.69,35.76,1019.02,55.6
2972,6/5/2016 6:00,9.17,40.67,1019.03,66.21
2973,6/5/2016 7:00,10.82,42.02,996.03,99.34
2974,6/5/2016 8:00,23.08,48.41,1008.44,82.35
2975,6/5/2016 9:00,12.74,39.13,1008.19,94.81
2976,6/5/2016 10:00,26.85,57.19,1007.9,60.04
2977,6/5/2016 11:00,28.44,69.4,1003.98,73.51
2978,6/5/2016 12:00,14.02,42.86,1030.86,68.36
2979,6/5/2016 13:00,14.57,41.79,1007.61,82.85
2980,6/5/2016 14:00,15.4,40.69,1015.1,70.25
2981,6/5/2016 15:00,16.75,42.23,1013.81,84.98
2982,6/5/2016 16:00,29.83,68.67,1005.33,71.15
2983,6/5/2016 17:00,26.25,66.56,1008.29,60.65
2984,6/5/2016 18:00,27.17,63.09,1015.59,68.33
2985,6/5/2016 19:00,27.49,71.94,1008.25,68.29
2986,6/5/2016 20:00,11.7,41.16,1017.98,95.71
2987,6/5/2016 21:00,24.37,73.42,1010.19,76.01
2988,6/5/2016 22:00,26.14,61.02,1010.13,66.71
2989,6/5/2016 23:00,15.91,38.62,1016.2,63.63
2990,6/6/2016 0:00,9.24,41.4,1030.72,87.36
2991,6/6/2016 1:00,14.09,41.66,1009.25,71.4
2992,6/6/2016 2:00,10.61,37.5,1008.8,100.13
2993,6/6/2016 3:00,28.72,76.86,999.31,71.74
2994,6/6/2016 4:00,16.61,25.88,1009.34,65.47
2995,6/6/2016 5:00,24.35,51.86,1014.34,67.22
2996,6/6/2016 6:00,26.95,72.24,1011.16,73.14
2997,6/6/2016 7:00,13.89,41.49,1020.02,86.47
2998,6/6/2016 8:00,20.98,47.43,1007.39,68.15
2999,6/6/2016 9:00,24.74,63.87,1016.91,55.65
3000,6/6/2016 10:00,16.12,45.87,1008.15,86.12
3001,6/6/2016 11:00,20.94,44.58,1016.98,59.65
3002,6/6/2016 12:00,21.01,58.96,1014.33,61.8
3003,6/6/2016 13:00,6.52,35.57,1025.37,78.32
3004,6/6/2016 14:00,13.14,43.71,1024.47,87.42
3005,6/6/2016 15:00,13.93,44.47,1025.35,81.54
3006,6/6/2016 16:00,14.46,45.87,1009.21,84.09
3007,6/6/2016 17:00,21.83,62.91,1011.07,91.34
3008,6/6/2016 18:00,9.97,41.26,1020.6,91.14
3009,6/6/2016 19:00,15.09,43.13,1015.71,54.36
3010,6/6/2016 20:00,25.63,71.58,1010.14,87.57
3011,6/6/2016 21:00,24.17,71.58,1010.16,89.96
3012,6/6/2016 22:00,18.6,43.56,1013.9,51.16
3013,6/6/2016 23:00,31.05,69.13,1000.38,58.49
3014,6/7/2016 0:00,10.19,37.14,1012.74,73.48
3015,6/7/2016 1:00,13.26,41.78,1009.77,61.69
3016,6/7/2016 2:00,9.66,41.82,1033.19,73.19
3017,6/7/2016 3:00,23.6,62.44,1011.52,78.12
3018,6/7/2016 4:00,15.91,71.14,1019.7,72.65
3019,6/7/2016 5:00,8.79,40.67,1019.5,66.3
3020,6/7/2016 6:00,30.88,67.83,1008.97,54.99
3021,6/7/2016 7:00,20.98,60.07,1016.26,67.18
3022,6/7/2016 8:00,14.2,42.86,1031.96,69.59
3023,6/7/2016 9:00,25.69,57.32,1012.34,44.18
3024,6/7/2016 10:00,23.65,59.92,1010.19,89.53
3025,6/7/2016 11:00,15.48,44.99,1011.94,69.95
3026,6/7/2016 12:00,10.64,39.61,1018.33,66.81
3027,6/7/2016 13:00,14.48,38.92,1015.6,90.05
3028,6/7/2016 14:00,10.47,43.14,1010.35,86.86
3029,6/7/2016 15:00,24.65,63.86,1018.37,56.15
3030,6/7/2016 16:00,16.2,45.76,1014.73,89.84
3031,6/7/2016 17:00,28.61,52.84,1006,45.73
3032,6/7/2016 18:00,23.13,61.47,1008.96,85.5
3033,6/7/2016 19:00,13.55,42.99,1007.58,97.55
3034,6/7/2016 20:00,18.71,54.9,1017.12,74.79
3035,6/7/2016 21:00,14.35,49.83,1006.39,91.23
3036,6/7/2016 22:00,29.79,69.34,1008.82,65.13
3037,6/7/2016 23:00,29.64,54.2,1013,39.56
3038,6/8/2016 0:00,15.11,45.01,1017.01,84.39
3039,6/8/2016 1:00,25.02,60.29,1017.49,54.75
3040,6/8/2016 2:00,23.61,49.16,1002.39,65.63
3041,6/8/2016 3:00,16.05,38.28,1014.38,73.89
3042,6/8/2016 4:00,19.59,59.87,1018.28,84.83
3043,6/8/2016 5:00,23.23,56.89,1012.87,75.43
3044,6/8/2016 6:00,9.41,43.5,1021,88.74
3045,6/8/2016 7:00,6.63,39.37,1020.33,76.18
3046,6/8/2016 8:00,27.89,69.88,1007.99,85.62
3047,6/8/2016 9:00,22.54,51.95,1007.29,79.28
3048,6/8/2016 10:00,14,40.8,1026.17,54.82
3049,6/8/2016 11:00,6.87,39.85,1012.66,83.34
3050,6/8/2016 12:00,30.47,70.02,1009.65,62.03
3051,6/8/2016 13:00,27.33,68.94,1007.04,61.83
3052,6/8/2016 14:00,13.7,34.03,1018.82,69.07
3053,6/8/2016 15:00,22.03,59.43,1006.88,82.05
3054,6/8/2016 16:00,30.32,74.22,1008.31,53.14
3055,6/8/2016 17:00,17.13,43.79,1016.09,58.94
3056,6/8/2016 18:00,26.3,71.94,1006.64,85.12
3057,6/8/2016 19:00,17.55,48.78,1016.81,91.27
3058,6/8/2016 20:00,23.34,59.14,1017.47,78.91
3059,6/8/2016 21:00,23.26,58.2,1016.72,57.98
3060,6/8/2016 22:00,8.07,41.17,1019.4,86.43
3061,6/8/2016 23:00,24.45,68.63,1013.38,45.35
3062,6/9/2016 0:00,18.41,49.69,1006.66,80.55
3063,6/9/2016 1:00,18.22,58.2,1017.09,81.92
3064,6/9/2016 2:00,16.54,42.86,1014.85,78
3065,6/9/2016 3:00,30.01,65.18,1012.87,43.95
3066,6/9/2016 4:00,29.19,67.51,1011.48,55.55
3067,6/9/2016 5:00,14.58,41.92,1030.42,61.96
3068,6/9/2016 6:00,19.41,64.45,1009.44,64.05
3069,6/9/2016 7:00,18.95,65.48,1018.17,71.85
3070,6/9/2016 8:00,11.36,40.75,1016.34,85.19
3071,6/9/2016 9:00,23.79,58.49,1011,75.39
3072,6/9/2016 10:00,16.55,41.93,1022.71,42.73
3073,6/9/2016 11:00,21.43,59.14,1015.91,64.4
3074,6/9/2016 12:00,18.98,60.1,1010.09,85.34
3075,6/9/2016 13:00,16.38,55.5,1019.8,82.44
3076,6/9/2016 14:00,23.26,59.21,1017.71,67.16
3077,6/9/2016 15:00,22.55,69.84,1006.57,76.29
3078,6/9/2016 16:00,10.01,40.78,1023.71,88.11
3079,6/9/2016 17:00,23.33,54.2,1012.47,79.48
3080,6/9/2016 18:00,20.89,68.63,1012.6,69.52
3081,6/9/2016 19:00,14.18,53.82,1016.9,64.57
3082,6/9/2016 20:00,8.94,42.07,1018.9,85.93
3083,6/9/2016 21:00,28.61,69.84,1004.02,67.26
3084,6/9/2016 22:00,28.59,75.08,1005.58,60.3
3085,6/9/2016 23:00,13.91,40.24,1017.03,85.93
3086,6/10/2016 0:00,32.21,71.85,1008.25,58.09
3087,6/10/2016 1:00,15.34,43.5,1021.18,79.44
3088,6/10/2016 2:00,27,69.34,1008.88,74.4
3089,6/10/2016 3:00,23.63,65.59,1013.1,76.95
3090,6/10/2016 4:00,6.79,38.5,1012.61,72.46
3091,6/10/2016 5:00,9.01,40.77,1022.37,90.3
3092,6/10/2016 6:00,17.92,44.2,1018.97,53.8
3093,6/10/2016 7:00,9.05,40.67,1015.57,75.48
3094,6/10/2016 8:00,24.17,73.18,1011.72,86.1
3095,6/10/2016 9:00,26.92,63.73,1010.29,68.6
3096,6/10/2016 10:00,15.59,52.75,1024.3,59.93
3097,6/10/2016 11:00,10.17,41.46,1019.34,83.04
3098,6/10/2016 12:00,10.66,37.5,1009.42,95.86
3099,6/10/2016 13:00,32.48,69.89,1013.98,46.39
3100,6/10/2016 14:00,29.05,68.24,1007.88,42.67
3101,6/10/2016 15:00,32.91,73.68,1014.49,50.62
3102,6/10/2016 16:00,6.1,40.07,1020.21,67.24
3103,6/10/2016 17:00,25.11,63.21,1012.21,83.58
3104,6/10/2016 18:00,7.89,71.14,1018.4,86.49
3105,6/10/2016 19:00,22.82,69.94,1004.65,73.47
3106,6/10/2016 20:00,14.13,43.41,1015.26,55.63
3107,6/10/2016 21:00,9.32,36.3,1027.9,77.02
3108,6/10/2016 22:00,11.86,40.55,1019.82,91.45
3109,6/10/2016 23:00,10.05,40.46,1018.71,67.38
3110,6/11/2016 0:00,11.22,40.22,1011.01,81.67
3111,6/11/2016 1:00,31.68,70.79,1004.05,54.5
3112,6/11/2016 2:00,10.27,42.34,1022.69,92.78
3113,6/11/2016 3:00,9.34,40.77,1012.14,90.81
3114,6/11/2016 4:00,28.83,66.44,1008.47,77.49
3115,6/11/2016 5:00,24.01,67.17,1007.44,86.87
3116,6/11/2016 6:00,9.68,41.48,1018.24,71.04
3117,6/11/2016 7:00,14.86,44.71,1018.3,49.46
3118,6/11/2016 8:00,8.74,36.3,1015.18,61.97
3119,6/11/2016 9:00,16.55,46.18,1009.97,96.54
3120,6/11/2016 10:00,27.65,48.41,1008.54,58.25
3121,6/11/2016 11:00,10.1,41.17,1019.18,84.87
3122,6/11/2016 12:00,28.75,64.84,1009.61,58.24
3123,6/11/2016 13:00,18.75,63.09,1018.19,87.84
3124,6/11/2016 14:00,18.32,45,1022.67,46.38
3125,6/11/2016 15:00,28.62,68.24,1010.15,69.31
3126,6/11/2016 16:00,11.46,39.1,1010.17,100.15
3127,6/11/2016 17:00,13.92,43.41,1015.12,61.64
3128,6/11/2016 18:00,22.89,74.78,1009.79,81.57
3129,6/11/2016 19:00,21.13,47.43,1006.97,64.26
3130,6/11/2016 20:00,24.78,68.94,1007.29,70.56
3131,6/11/2016 21:00,17.03,47.83,1004.94,79.68
3132,6/11/2016 22:00,25.41,65.12,1016.01,53.39
3133,6/11/2016 23:00,21.47,60.93,1006.46,87.83
3134,6/12/2016 0:00,10.8,41.39,1019.74,74.08
3135,6/12/2016 1:00,11.67,36.18,1016.03,61.44
3136,6/12/2016 2:00,19.61,56.65,1020.64,63.74
3137,6/12/2016 3:00,21.48,47.43,1006.88,63.54
3138,6/12/2016 4:00,21.48,66.91,1008.58,84.49
3139,6/12/2016 5:00,14.17,43.13,1014.94,48.62
3140,6/12/2016 6:00,24.15,64.63,1020.72,58.06
3141,6/12/2016 7:00,28.81,69.23,1013.14,39.18
3142,6/12/2016 8:00,16.53,46.18,1010.2,95.42
3143,6/12/2016 9:00,22.1,68.12,1012.71,79.77
3144,6/12/2016 10:00,16.22,50.88,1014.33,100.09
3145,6/12/2016 11:00,10.9,40.67,1016.66,65.09
3146,6/12/2016 12:00,13.9,40.2,1013.13,89.91
3147,6/12/2016 13:00,30.61,77.17,1009.49,73.19
3148,6/12/2016 14:00,5.9,45.87,1013.25,87
3149,6/12/2016 15:00,5.67,45.87,1008.91,93.29
3150,6/12/2016 16:00,17.82,65.94,1013.44,88.13
3151,6/12/2016 17:00,9.34,41.49,1020.58,97.59
3152,6/12/2016 18:00,27.07,66.93,1017.32,55.38
3153,6/12/2016 19:00,25.52,71.98,1006.89,86.94
3154,6/12/2016 20:00,33.37,79.05,1007.19,62.64
3155,6/12/2016 21:00,22.25,66.54,1004.64,89.15
3156,6/12/2016 22:00,28.34,63.77,1013.7,61.13
3157,6/12/2016 23:00,32.87,71.32,1004.36,54.69
3158,6/13/2016 0:00,9.84,40.72,1022.21,77.79
3159,6/13/2016 1:00,15.8,53.82,1015.87,68.48
3160,6/13/2016 2:00,21.96,71.85,1009.38,75.98
3161,6/13/2016 3:00,8.3,40.35,1012.37,98.17
3162,6/13/2016 4:00,8.39,36.3,1015.39,62.23
3163,6/13/2016 5:00,12.55,39.58,1010.68,76.9
3164,6/13/2016 6:00,24.37,65.61,1014.5,65.67
3165,6/13/2016 7:00,33.43,69.88,1006.86,44.84
3166,6/13/2016 8:00,13.04,41.04,1026.27,69.75
3167,6/13/2016 9:00,13.52,39.39,1012.91,84.03
3168,6/13/2016 10:00,11.46,38.91,1012.34,77.37
3169,6/13/2016 11:00,19.75,57.32,1010.76,79.29
3170,6/13/2016 12:00,7.19,39.37,1019.67,70.77
3171,6/13/2016 13:00,26.76,70.98,1007.64,90.51
3172,6/13/2016 14:00,29.67,71.98,1005.16,67.75
3173,6/13/2016 15:00,32.86,66.44,1010.98,44.99
3174,6/13/2016 16:00,10.02,52.75,1021.93,73.68
3175,6/13/2016 17:00,17.41,40.55,1003.91,76.87
3176,6/13/2016 18:00,26.53,65.61,1014.29,50.9
3177,6/13/2016 19:00,29.82,69.75,1010.09,65.02
3178,6/13/2016 20:00,30.56,69.14,1007.49,71
3179,6/13/2016 21:00,13.92,43.5,1021.14,88.44
3180,6/13/2016 22:00,19.94,38.52,1018.4,55.9
3181,6/13/2016 23:00,21.03,44.78,1007.99,36.82
3182,6/14/2016 0:00,31.33,65.18,1011.97,36.62
3183,6/14/2016 1:00,11.7,41.16,1019.58,87.49
3184,6/14/2016 2:00,16.94,50.59,1018.75,94.22
