TimeStamp,operating_pressure,operating_time,predicted_operating_time
2021/01/03 18:22,0.524,2.5,2.370430522
2021/01/03 18:23,0.539,2.1,2.364781072
2021/01/03 18:24,0.548,2.2,2.467479018
2021/01/03 18:25,0.522,2.2,2.375844136
2021/01/03 18:26,0.543,2.4,2.371920192
2021/01/03 18:27,0.519,2.3,2.375816291
2021/01/03 18:28,0.509,2.2,2.369749673
2021/01/03 18:29,0.548,2.6,2.467479018
2021/01/03 18:30,0.522,2.5,2.375844136
2021/01/03 18:31,0.552,2.9,2.433834955
2021/01/03 18:32,0.503,2.1,2.369745864
2021/01/03 18:33,0.559,2,2.618402585
2021/01/03 18:34,0.517,2.7,2.369768739
2021/01/03 18:35,0.525,2.1,2.370450866
2021/01/03 18:36,0.56,2.6,2.606790256
2021/01/03 18:37,0.547,2.2,2.465143749
2021/01/03 18:38,0.521,2.7,2.375832976
2021/01/03 18:39,0.505,2.7,2.369746717
2021/01/03 18:41,0.523,2.3,2.370413888
2021/01/03 18:42,0.555,2.7,2.531397033
2021/01/03 18:44,0.533,2.4,2.376099501
2021/01/03 18:45,0.537,2.4,2.379128155
2021/01/03 18:46,0.553,2.8,2.436873245
2021/01/03 18:47,0.549,2.5,2.470282615
2021/01/03 18:49,0.516,2.3,2.36976453
2021/01/03 18:50,0.546,2.9,2.415524801
2021/01/03 18:51,0.551,2.9,2.429253779
2021/01/03 18:52,0.543,2.8,2.371920192
2021/01/03 18:53,0.521,2.3,2.375832976
2021/01/03 18:54,0.531,2.2,2.367726193
2021/01/03 18:59,0.515,2.2,2.369761053
2021/01/03 19:06,0.549,2.8,2.470282615
2021/01/03 19:07,0.542,2.9,2.37105466
2021/01/03 19:09,0.548,2.8,2.467479018
2021/01/03 19:16,0.516,2.1,2.36976453
2021/01/03 19:17,0.53,2.7,2.367656514
2021/01/03 23:56,0.51,2.5,2.36975081
2021/01/03 23:58,0.519,2.4,2.375816291
2021/01/04 04:14,0.553,2.3,2.436873245
2021/01/04 04:15,0.531,2.7,2.367726193
2021/01/04 04:27,0.511,2.1,2.369752175
2021/01/04 05:21,0.55,2.6,2.427961742
2021/01/04 05:41,0.529,2,2.373225404
2021/01/04 05:42,0.535,3,2.380923534
2021/01/04 07:01,0.554,2.5,2.456623383
2021/01/04 07:05,0.511,2.9,2.369752175
2021/01/04 07:09,0.505,2.2,2.369746717
2021/01/04 07:13,0.553,2.4,2.436873245
2021/01/04 07:17,0.519,2.1,2.375816291
2021/01/04 07:21,0.558,2.5,2.591054574
2021/01/04 07:25,0.516,2.4,2.36976453
2021/01/04 07:30,0.535,3,2.380923534
2021/01/04 07:33,0.533,2.4,2.376099501
2021/01/04 07:38,0.543,2.5,2.371920192
2021/01/04 07:41,0.518,2.2,2.369773841
2021/01/04 07:46,0.531,2.5,2.367726193
2021/01/04 07:49,0.56,2.2,2.606790256
2021/01/04 07:54,0.538,2.1,2.370103526
2021/01/04 07:58,0.552,2,2.433834955
2021/01/04 08:02,0.505,2.2,2.369746717
2021/01/04 08:06,0.53,2.9,2.367656514
2021/01/04 08:11,0.501,2.5,2.369745262
2021/01/04 08:14,0.535,2.7,2.380923534
2021/01/04 08:19,0.522,2.4,2.375844136
2021/01/04 08:23,0.519,2.6,2.375816291
2021/01/04 08:28,0.51,2.3,2.36975081
2021/01/04 08:31,0.529,2.2,2.373225404
2021/01/04 08:36,0.508,2.9,2.369748725
2021/01/04 08:40,0.511,2.5,2.369752175
2021/01/04 08:45,0.503,2.1,2.369745864
2021/01/04 08:48,0.522,2.1,2.375844136
2021/01/04 08:53,0.555,2.8,2.531397033
2021/01/04 08:57,0.53,2,2.367656514
2021/01/04 09:02,0.559,2.4,2.618402585
2021/01/04 09:05,0.511,3,2.369752175
2021/01/04 09:11,0.522,2.6,2.375844136
2021/01/04 09:14,0.555,2,2.531397033
2021/01/04 09:19,0.525,2.6,2.370450866
2021/01/04 09:31,0.511,2.5,2.369752175
2021/01/04 09:36,0.528,2.8,2.373179363
2021/01/04 09:38,0.548,2.9,2.467479018
2021/01/04 10:33,0.516,2.1,2.36976453
2021/01/04 13:32,0.505,2,2.369746717
2021/01/04 13:33,0.503,2.5,2.369745864
2021/01/04 14:23,0.52,2.2,2.375823817
2021/01/04 14:39,0.545,2.3,2.413935234
2021/01/04 14:40,0.505,2.1,2.369746717
2021/01/04 14:41,0.507,2.6,2.369747933
2021/01/04 14:42,0.514,2.6,2.369758176
2021/01/04 14:43,0.531,2.5,2.367726193
2021/01/04 14:44,0.554,2.2,2.456623383
2021/01/04 14:45,0.524,2.4,2.370430522
2021/01/04 14:46,0.51,2.7,2.36975081
2021/01/04 14:47,0.546,2.7,2.415524801
2021/01/04 14:48,0.56,2.8,2.606790256
2021/01/04 14:49,0.552,2.7,2.433834955
2021/01/04 14:50,0.509,2.1,2.369749673
2021/01/04 14:51,0.545,2.4,2.413935234
2021/01/04 14:52,0.503,2,2.369745864
2021/01/04 14:53,0.544,2.9,2.412633094
2021/01/04 14:54,0.56,2.2,2.606790256
2021/01/04 14:55,0.526,2.5,2.377823529
2021/01/04 14:56,0.533,2.2,2.376099501
2021/01/04 14:58,0.54,2.3,2.361164741
2021/01/04 14:59,0.512,2.5,2.369753817
2021/01/04 15:00,0.531,2.2,2.367726193
2021/01/04 15:01,0.519,2.4,2.375816291
2021/01/04 15:02,0.523,2.3,2.370413888
2021/01/04 15:03,0.51,2.3,2.36975081
2021/01/04 15:04,0.5,2.6,2.36974503
2021/01/04 15:05,0.529,2.9,2.373225404
2021/01/04 15:06,0.556,2.8,2.529277926
2021/01/04 15:07,0.513,2,2.369755793
2021/01/04 15:08,0.521,3,2.375832976
2021/01/04 15:09,0.528,2.1,2.373179363
2021/01/04 15:10,0.523,2,2.370413888
2021/01/04 15:11,0.554,2.3,2.456623383
2021/01/04 15:12,0.511,2.6,2.369752175
2021/01/04 15:13,0.558,2.2,2.591054574
2021/01/04 15:14,0.532,2.5,2.371003168
2021/01/04 15:15,0.559,2.1,2.618402585
2021/01/04 15:16,0.54,2,2.361164741
2021/01/04 15:17,0.534,2.9,2.376515269
2021/01/04 15:18,0.523,2.3,2.370413888
2021/01/04 15:19,0.556,2.5,2.529277926
2021/01/04 15:20,0.513,2.4,2.369755793
2021/01/04 15:22,0.556,2.6,2.529277926
2021/01/04 15:23,0.504,2.5,2.369746253
2021/01/04 15:24,0.531,2.3,2.367726193
2021/01/04 15:25,0.527,2.8,2.377854068
2021/01/04 15:26,0.536,2.1,2.382371671
2021/01/04 15:27,0.529,2.5,2.373225404
2021/01/04 15:28,0.547,3,2.465143749
2021/01/04 15:29,0.519,2,2.375816291
2021/01/04 15:30,0.536,2.6,2.382371671
2021/01/04 15:31,0.51,2.5,2.36975081
2021/01/04 15:32,0.536,2.7,2.382371671
2021/01/04 15:33,0.524,2.6,2.370430522
2021/01/04 15:34,0.514,2.6,2.369758176
2021/01/04 15:35,0.531,2.4,2.367726193
2021/01/04 15:36,0.55,2.8,2.427961742
2021/01/04 15:41,0.516,2.7,2.36976453
2021/01/04 15:42,0.522,2.8,2.375844136
2021/01/04 15:44,0.514,2.8,2.369758176
2021/01/04 15:46,0.531,3,2.367726193
2021/01/04 15:47,0.531,2.9,2.367726193
2021/01/04 16:03,0.535,2.2,2.380923534
2021/01/04 16:04,0.549,2.6,2.470282615
2021/01/04 16:05,0.531,2.3,2.367726193
2021/01/04 16:06,0.547,2.3,2.465143749
2021/01/04 16:07,0.514,2.7,2.369758176
2021/01/04 16:08,0.502,2.1,2.369745537
2021/01/04 16:09,0.506,2.9,2.369747271
2021/01/04 16:10,0.51,2.9,2.36975081
2021/01/04 16:11,0.541,2.5,2.376694946
2021/01/04 16:12,0.516,2.2,2.36976453
2021/01/04 16:13,0.502,2.7,2.369745537
2021/01/04 16:14,0.56,2.9,2.606790256
2021/01/04 16:15,0.52,2.8,2.375823817
2021/01/04 16:16,0.529,2.1,2.373225404
2021/01/04 16:18,0.512,2.8,2.369753817
2021/01/04 16:19,0.509,2.6,2.369749673
2021/01/04 16:20,0.525,2.9,2.370450866
2021/01/04 16:21,0.556,2.8,2.529277926
2021/01/04 16:22,0.551,3,2.429253779
2021/01/04 16:23,0.556,2.1,2.529277926
2021/01/04 16:24,0.549,2.2,2.470282615
2021/01/04 16:25,0.516,2.7,2.36976453
2021/01/04 16:28,0.509,2.4,2.369749673
2021/01/04 16:29,0.524,2.5,2.370430522
2021/01/04 16:30,0.539,2.9,2.364781072
2021/01/04 16:31,0.526,2.4,2.377823529
2021/01/04 16:32,0.547,2.3,2.465143749
2021/01/04 16:33,0.552,2.7,2.433834955
2021/01/04 16:34,0.511,2.2,2.369752175
2021/01/04 16:36,0.518,2.5,2.369773841
2021/01/04 16:38,0.56,2.6,2.606790256
2021/01/04 16:39,0.506,2.9,2.369747271
2021/01/04 16:40,0.504,2.4,2.369746253
2021/01/04 16:41,0.518,2.4,2.369773841
2021/01/04 16:42,0.549,2.9,2.470282615
2021/01/04 16:43,0.505,2.1,2.369746717
2021/01/04 16:44,0.551,2.2,2.429253779
2021/01/04 16:45,0.539,2.8,2.364781072
2021/01/04 16:46,0.535,2.8,2.380923534
2021/01/04 16:47,0.507,2.8,2.369747933
2021/01/04 16:48,0.547,2.9,2.465143749
2021/01/04 16:49,0.552,2.2,2.433834955
2021/01/04 16:50,0.552,2.9,2.433834955
2021/01/04 16:51,0.55,2,2.427961742
2021/01/04 16:52,0.516,2.6,2.36976453
2021/01/04 16:53,0.541,3,2.376694946
2021/01/04 16:54,0.508,2.8,2.369748725
2021/01/04 16:55,0.504,2.9,2.369746253
2021/01/04 16:56,0.523,2.2,2.370413888
2021/01/04 16:57,0.538,2.5,2.370103526
2021/01/04 16:58,0.534,3,2.376515269
2021/01/04 17:00,0.5,2.3,2.36974503
2021/01/04 17:01,0.511,2.2,2.369752175
2021/01/04 17:02,0.543,2,2.371920192
2021/01/04 17:03,0.529,2,2.373225404
2021/01/04 17:04,0.502,2.3,2.369745537
2021/01/04 17:05,0.501,2.3,2.369745262
2021/01/04 17:06,0.504,2.2,2.369746253
2021/01/04 17:07,0.512,2.8,2.369753817
2021/01/04 17:08,0.5,2.6,2.36974503
2021/01/04 17:09,0.54,2.9,2.361164741
2021/01/04 17:10,0.507,2.9,2.369747933
2021/01/04 17:11,0.538,2.6,2.370103526
2021/01/04 17:12,0.501,2,2.369745262
2021/01/04 17:13,0.555,2.6,2.531397033
2021/01/04 17:14,0.517,2.5,2.369768739
2021/01/04 17:15,0.531,2.8,2.367726193
2021/01/04 17:16,0.53,3,2.367656514
2021/01/04 17:17,0.539,2.4,2.364781072
2021/01/04 17:18,0.546,2.7,2.415524801
2021/01/04 17:19,0.541,2.5,2.376694946
2021/01/04 17:26,0.532,2.2,2.371003168
2021/01/04 17:27,0.507,2.8,2.369747933
2021/01/04 17:29,0.504,2.7,2.369746253
2021/01/04 17:30,0.557,2.6,2.562387795
2021/01/06 10:37,0.532,2.1,2.371003168
2021/01/06 10:42,0.525,2.6,2.370450866
2021/01/06 10:43,0.558,2.1,2.591054574
2021/01/06 10:50,0.512,2.9,2.369753817
2021/01/06 10:51,0.505,2.3,2.369746717
2021/01/06 10:52,0.555,2.1,2.531397033
2021/01/06 11:03,0.53,2.3,2.367656514
2021/01/06 11:04,0.521,2.8,2.375832976
2021/01/06 11:06,0.53,2.5,2.367656514
2021/01/06 11:08,0.517,2.6,2.369768739
2021/01/06 11:10,0.5,2.8,2.36974503
2021/01/06 11:23,0.506,2.7,2.369747271
2021/01/06 11:24,0.539,2.5,2.364781072
2021/01/06 13:39,0.533,2.1,2.376099501
2021/01/06 13:42,0.531,2.2,2.367726193
2021/01/06 13:43,0.559,2.8,2.618402585
2021/01/06 13:46,0.502,2.1,2.369745537
2021/01/06 13:48,0.526,2.9,2.377823529
2021/01/06 13:51,0.51,2.6,2.36975081
2021/01/06 13:52,0.517,2,2.369768739
2021/01/06 13:53,0.523,2.2,2.370413888
2021/01/06 13:56,0.544,2.7,2.412633094
2021/01/06 13:58,0.506,2.6,2.369747271
2021/01/06 13:59,0.521,3,2.375832976
2021/01/06 14:04,0.535,2.1,2.380923534
2021/01/06 14:07,0.525,2.8,2.370450866
2021/01/06 14:08,0.558,2.1,2.591054574
2021/01/06 14:09,0.534,3,2.376515269
2021/01/06 14:10,0.541,2.8,2.376694946
2021/01/06 14:12,0.52,2.4,2.375823817
2021/01/06 14:19,0.534,2.3,2.376515269
2021/01/06 14:20,0.518,2.6,2.369773841
2021/01/08 03:54,0.551,2.7,2.429253779
2021/01/08 05:05,0.524,2.3,2.370430522
2021/01/08 05:11,0.52,2.1,2.375823817
2021/01/08 05:12,0.541,2.3,2.376694946
2021/01/08 05:19,0.519,3,2.375816291
2021/01/08 05:21,0.502,2.9,2.369745537
2021/01/08 05:24,0.538,2.6,2.370103526
2021/01/08 05:28,0.525,2.9,2.370450866
2021/01/08 05:31,0.505,3,2.369746717
2021/01/08 05:32,0.506,2.8,2.369747271
2021/01/08 07:35,0.544,2.6,2.412633094
2021/01/08 07:57,0.512,2.6,2.369753817
2021/01/08 07:58,0.505,2.5,2.369746717
2021/01/08 07:59,0.513,2.7,2.369755793
2021/01/08 08:00,0.525,2.1,2.370450866
2021/01/08 08:01,0.556,2.1,2.529277926
2021/01/08 08:02,0.511,2.1,2.369752175
2021/01/08 08:03,0.534,3,2.376515269
2021/01/08 08:04,0.512,2.8,2.369753817
2021/01/08 08:05,0.546,3,2.415524801
2021/01/08 08:06,0.507,2.2,2.369747933
2021/01/08 08:07,0.557,2,2.562387795
2021/01/08 08:12,0.524,2.4,2.370430522
2021/01/08 08:14,0.525,2.6,2.370450866
2021/01/08 08:15,0.51,2.3,2.36975081
2021/01/08 08:16,0.545,2.9,2.413935234
2021/01/08 08:18,0.5,2.3,2.36974503
2021/01/08 08:19,0.522,2.6,2.375844136
2021/01/08 08:20,0.516,2.2,2.36976453
2021/01/08 08:22,0.533,2.1,2.376099501
2021/01/08 08:23,0.544,2.9,2.412633094
2021/01/08 08:24,0.511,2.6,2.369752175
2021/01/08 08:25,0.537,2.9,2.379128155
2021/01/08 08:26,0.554,2.4,2.456623383
2021/01/08 08:27,0.533,2.2,2.376099501
2021/01/08 08:28,0.526,2.2,2.377823529
2021/01/08 08:29,0.519,2.2,2.375816291
2021/01/08 08:30,0.53,2.8,2.367656514
2021/01/08 08:31,0.527,2,2.377854068
2021/01/08 08:32,0.526,2.4,2.377823529
2021/01/08 08:33,0.515,3,2.369761053
2021/01/08 08:35,0.535,2.9,2.380923534
2021/01/08 08:36,0.508,2.3,2.369748725
2021/01/08 08:37,0.557,2.6,2.562387795
2021/01/08 08:39,0.537,2.3,2.379128155
2021/01/08 08:40,0.503,2.2,2.369745864
2021/01/08 08:41,0.5,2.5,2.36974503
2021/01/08 08:43,0.503,2.6,2.369745864
2021/01/08 08:44,0.541,2.7,2.376694946
2021/01/08 08:45,0.508,2.4,2.369748725
2021/01/08 08:46,0.513,2.9,2.369755793
2021/01/08 08:47,0.507,2.7,2.369747933
2021/01/08 08:48,0.534,2.9,2.376515269
2021/01/08 08:49,0.517,2.2,2.369768739
2021/01/08 08:50,0.532,2.5,2.371003168
2021/01/08 08:51,0.51,2.5,2.36975081
2021/01/08 08:53,0.523,2.2,2.370413888
2021/01/08 08:54,0.543,3,2.371920192
2021/01/08 08:56,0.539,2,2.364781072
2021/01/08 08:57,0.532,2.9,2.371003168
2021/01/08 08:58,0.508,2.2,2.369748725
2021/01/08 09:00,0.502,2.9,2.369745537
2021/01/08 09:01,0.535,2.1,2.380923534
2021/01/08 09:02,0.506,2.8,2.369747271
2021/01/08 09:03,0.508,2.7,2.369748725
2021/01/08 09:04,0.553,2.4,2.436873245
2021/01/08 09:05,0.509,2.6,2.369749673
2021/01/08 09:06,0.509,2.6,2.369749673
2021/01/08 09:07,0.521,2.6,2.375832976
2021/01/08 09:08,0.527,2.4,2.377854068
2021/01/08 09:09,0.536,2.8,2.382371671
2021/01/08 09:10,0.56,2.3,2.606790256
2021/01/08 09:11,0.557,2.8,2.562387795
2021/01/08 09:13,0.535,2.4,2.380923534
2021/01/08 09:14,0.503,3,2.369745864
2021/01/08 09:15,0.555,2.5,2.531397033
2021/01/08 09:17,0.559,2.1,2.618402585
2021/01/08 09:18,0.511,2.6,2.369752175
2021/01/08 09:19,0.503,2,2.369745864
2021/01/08 09:21,0.505,3,2.369746717
2021/01/08 09:22,0.554,2.2,2.456623383
2021/01/08 09:23,0.513,2.6,2.369755793
2021/01/08 09:24,0.526,3,2.377823529
2021/01/08 09:25,0.535,2.2,2.380923534
2021/01/08 09:26,0.512,2.8,2.369753817
2021/01/08 09:27,0.537,2.6,2.379128155
2021/01/08 09:28,0.555,2.3,2.531397033
2021/01/08 09:30,0.545,2.8,2.413935234
2021/01/08 09:31,0.537,2.5,2.379128155
2021/01/08 09:32,0.533,2.2,2.376099501
2021/01/08 09:34,0.507,2.5,2.369747933
2021/01/08 09:35,0.533,2.4,2.376099501
2021/01/08 09:36,0.53,2,2.367656514
2021/01/08 09:38,0.53,2.7,2.367656514
2021/01/08 09:39,0.502,2.8,2.369745537
2021/01/08 09:40,0.51,3,2.36975081
2021/01/08 09:41,0.509,2.4,2.369749673
2021/01/08 09:42,0.507,2.6,2.369747933
2021/01/08 09:43,0.505,2.2,2.369746717
2021/01/08 09:44,0.525,2.5,2.370450866
2021/01/08 09:45,0.515,2.1,2.369761053
2021/01/08 09:47,0.504,3,2.369746253
2021/01/08 09:48,0.525,2.7,2.370450866
2021/01/08 09:49,0.546,2.4,2.415524801
2021/01/08 09:51,0.559,2.3,2.618402585
2021/01/08 09:52,0.531,2.1,2.367726193
2021/01/08 09:53,0.547,2.4,2.465143749
2021/01/08 09:55,0.551,2.6,2.429253779
2021/01/08 09:56,0.533,2,2.376099501
2021/01/08 09:57,0.511,2.3,2.369752175
2021/01/08 09:58,0.508,2.1,2.369748725
2021/01/08 09:59,0.515,2.6,2.369761053
2021/01/08 10:00,0.511,2.4,2.369752175
2021/01/08 10:01,0.514,2.9,2.369758176
2021/01/08 10:02,0.541,2.2,2.376694946
2021/01/08 10:04,0.515,2.8,2.369761053
2021/01/08 10:05,0.517,2.3,2.369768739
2021/01/08 10:06,0.516,2.3,2.36976453
2021/01/08 10:08,0.531,2.3,2.367726193
2021/01/08 10:09,0.522,2.2,2.375844136
2021/01/08 10:10,0.528,2.7,2.373179363
2021/01/08 10:12,0.528,2.7,2.373179363
2021/01/08 10:13,0.551,2.2,2.429253779
2021/01/08 10:14,0.536,3,2.382371671
2021/01/08 10:15,0.519,2.7,2.375816291
2021/01/08 10:16,0.543,2.9,2.371920192
2021/01/08 10:17,0.524,3,2.370430522
2021/01/08 10:18,0.551,3,2.429253779
2021/01/08 10:19,0.519,2,2.375816291
2021/01/08 10:21,0.538,2.2,2.370103526
2021/01/08 10:22,0.509,2.7,2.369749673
2021/01/08 10:23,0.559,2.1,2.618402585
2021/01/08 10:25,0.52,2.9,2.375823817
2021/01/08 10:26,0.52,2.2,2.375823817
2021/01/08 10:27,0.506,2.4,2.369747271
2021/01/08 10:29,0.552,2.7,2.433834955
2021/01/08 10:30,0.512,2.9,2.369753817
2021/01/08 10:31,0.56,2.4,2.606790256
2021/01/08 10:32,0.535,3,2.380923534
2021/01/08 10:33,0.517,2.5,2.369768739
2021/01/08 10:34,0.502,2.1,2.369745537
2021/01/08 10:35,0.536,2.9,2.382371671
2021/01/08 10:36,0.527,2.3,2.377854068
2021/01/08 10:38,0.521,2.1,2.375832976
2021/01/08 10:39,0.518,2,2.369773841
2021/01/08 10:40,0.514,2.8,2.369758176
2021/01/08 10:42,0.5,2.7,2.36974503
2021/01/08 10:43,0.535,2.8,2.380923534
2021/01/08 10:44,0.549,2.1,2.470282615
2021/01/08 10:46,0.504,2.4,2.369746253
2021/01/08 10:47,0.51,2.6,2.36975081
2021/01/08 10:48,0.51,2.7,2.36975081
2021/01/08 10:49,0.541,2.4,2.376694946
2021/01/08 10:50,0.528,2.1,2.373179363
2021/01/08 10:51,0.543,2.7,2.371920192
2021/01/08 10:52,0.51,2,2.36975081
2021/01/08 10:53,0.551,2.7,2.429253779
2021/01/08 10:55,0.553,2.9,2.436873245
2021/01/08 10:56,0.535,2.6,2.380923534
2021/01/08 10:57,0.548,2.7,2.467479018
2021/01/08 10:59,0.528,2.7,2.373179363
2021/01/08 11:00,0.516,2.2,2.36976453
2021/01/08 11:01,0.551,2.5,2.429253779
2021/01/08 11:03,0.549,2.7,2.470282615
2021/01/08 11:04,0.51,2.6,2.36975081
2021/01/08 11:05,0.52,2,2.375823817
2021/01/08 11:06,0.51,2.2,2.36975081
2021/01/08 11:07,0.504,2.6,2.369746253
2021/01/08 11:08,0.554,2.4,2.456623383
2021/01/08 11:09,0.531,2.9,2.367726193
2021/01/08 11:10,0.51,2.9,2.36975081
2021/01/08 11:12,0.537,2.8,2.379128155
2021/01/08 11:13,0.529,3,2.373225404
2021/01/08 11:14,0.523,2.3,2.370413888
2021/01/08 11:16,0.505,3,2.369746717
2021/01/08 11:17,0.505,2.7,2.369746717
2021/01/08 11:18,0.529,2.7,2.373225404
2021/01/08 11:20,0.516,2.7,2.36976453
2021/01/08 11:21,0.551,2.7,2.429253779
2021/01/08 11:22,0.546,2.6,2.415524801
2021/01/08 11:23,0.547,2.3,2.465143749
2021/01/08 11:24,0.522,2.5,2.375844136
2021/01/08 11:25,0.509,2.2,2.369749673
2021/01/08 11:26,0.531,2,2.367726193
2021/01/08 11:27,0.555,2.1,2.531397033
2021/01/08 11:28,0.505,2.8,2.369746717
2021/01/08 11:30,0.523,3,2.370413888
2021/01/08 11:31,0.56,2.5,2.606790256
2021/01/08 11:33,0.546,2.5,2.415524801
2021/01/08 11:34,0.525,2.6,2.370450866
2021/01/08 11:35,0.553,3,2.436873245
2021/01/08 11:37,0.543,2.7,2.371920192
2021/01/08 11:38,0.513,2.4,2.369755793
2021/01/08 11:39,0.543,2.5,2.371920192
2021/01/08 11:40,0.556,2.5,2.529277926
2021/01/08 11:41,0.512,2.6,2.369753817
2021/01/08 11:42,0.519,2.5,2.375816291
2021/01/08 11:43,0.523,2.6,2.370413888
2021/01/08 11:44,0.553,2.5,2.436873245
2021/01/08 11:45,0.553,2.8,2.436873245
2021/01/08 11:47,0.502,2.1,2.369745537
2021/01/08 11:52,0.508,2.3,2.369748725
2021/01/08 11:53,0.517,2.3,2.369768739
2021/01/08 11:54,0.501,2.6,2.369745262
2021/01/08 12:21,0.545,2.3,2.413935234
2021/01/08 12:22,0.507,2.1,2.369747933
2021/01/08 12:23,0.545,2.1,2.413935234
2021/01/08 12:24,0.504,2.9,2.369746253
2021/01/08 12:25,0.503,2.7,2.369745864
2021/01/08 12:26,0.551,2.3,2.429253779
2021/01/08 12:27,0.537,2.7,2.379128155
2021/01/08 12:28,0.519,2.8,2.375816291
2021/01/08 12:29,0.531,2.4,2.367726193
2021/01/08 12:30,0.537,2.9,2.379128155
2021/01/08 12:31,0.541,2.8,2.376694946
2021/01/08 12:32,0.546,2.8,2.415524801
2021/01/08 12:33,0.541,2,2.376694946
2021/01/08 12:34,0.553,2.6,2.436873245
2021/01/08 12:36,0.537,2.8,2.379128155
2021/01/08 12:37,0.54,2.7,2.361164741
2021/01/08 12:39,0.536,2.5,2.382371671
2021/01/08 12:40,0.506,2.7,2.369747271
2021/01/08 12:41,0.515,2.4,2.369761053
2021/01/08 12:43,0.519,2.3,2.375816291
2021/01/08 12:44,0.504,2,2.369746253
2021/01/08 12:45,0.558,2.2,2.591054574
2021/01/08 12:47,0.543,2.3,2.371920192
2021/01/08 12:48,0.548,2.2,2.467479018
2021/01/08 12:49,0.511,2.7,2.369752175
2021/01/08 12:50,0.55,2.5,2.427961742
2021/01/08 12:51,0.543,2.3,2.371920192
2021/01/08 12:52,0.534,2.3,2.376515269
2021/01/08 12:53,0.548,2.7,2.467479018
2021/01/08 12:54,0.522,2.6,2.375844136
2021/01/08 12:55,0.549,2.9,2.470282615
2021/01/08 12:57,0.529,3,2.373225404
2021/01/08 12:58,0.521,2.6,2.375832976
2021/01/08 13:00,0.54,3,2.361164741
2021/01/08 13:01,0.527,2.3,2.377854068
2021/01/08 13:02,0.501,2.4,2.369745262
2021/01/08 13:04,0.512,2.7,2.369753817
2021/01/08 13:05,0.525,3,2.370450866
2021/01/08 13:06,0.502,2.8,2.369745537
2021/01/08 13:08,0.533,2.7,2.376099501
2021/01/08 13:09,0.551,2.9,2.429253779
2021/01/08 13:10,0.529,2.4,2.373225404
2021/01/08 13:11,0.511,2.2,2.369752175
2021/01/08 13:12,0.552,2.1,2.433834955
2021/01/08 13:13,0.515,2.1,2.369761053
2021/01/08 13:14,0.533,2.1,2.376099501
2021/01/08 13:15,0.554,2.5,2.456623383
2021/01/08 13:16,0.556,2.4,2.529277926
2021/01/08 13:18,0.5,2.2,2.36974503
2021/01/08 13:19,0.504,2.8,2.369746253
2021/01/08 13:21,0.526,2.7,2.377823529
2021/01/08 13:22,0.52,2.1,2.375823817
2021/01/08 13:23,0.518,2.5,2.369773841
2021/01/08 13:25,0.539,2.8,2.364781072
2021/01/08 13:26,0.554,2.4,2.456623383
2021/01/08 13:27,0.517,2.2,2.369768739
2021/01/08 13:29,0.546,2.2,2.415524801
2021/01/08 13:30,0.533,2,2.376099501
2021/01/08 13:31,0.509,2.3,2.369749673
2021/01/08 13:32,0.543,2.4,2.371920192
2021/01/08 13:33,0.548,2,2.467479018
2021/01/08 13:34,0.505,2.1,2.369746717
2021/01/08 13:35,0.513,2.8,2.369755793
2021/01/08 13:36,0.551,2.5,2.429253779
2021/01/08 13:37,0.558,2.7,2.591054574
2021/01/08 13:39,0.545,2.8,2.413935234
2021/01/08 13:40,0.549,2.9,2.470282615
2021/01/08 13:42,0.537,2.6,2.379128155
2021/01/08 13:43,0.537,2.1,2.379128155
2021/01/08 13:44,0.513,3,2.369755793
2021/01/08 13:46,0.5,2.6,2.36974503
2021/01/08 13:47,0.549,2.6,2.470282615
2021/01/08 13:48,0.515,3,2.369761053
2021/01/08 13:50,0.537,2.7,2.379128155
2021/01/08 13:51,0.509,2.9,2.369749673
2021/01/08 13:52,0.519,2.1,2.375816291
2021/01/08 13:53,0.527,3,2.377854068
2021/01/08 13:54,0.504,2.5,2.369746253
2021/01/08 13:55,0.517,2.8,2.369768739
2021/01/08 13:56,0.522,2.7,2.375844136
2021/01/08 13:57,0.545,2.4,2.413935234
2021/01/08 13:58,0.516,2.7,2.36976453
2021/01/08 14:00,0.546,3,2.415524801
2021/01/08 14:01,0.551,2.7,2.429253779
2021/01/08 14:03,0.504,2.3,2.369746253
2021/01/08 14:04,0.524,2.4,2.370430522
2021/01/08 14:05,0.555,2.6,2.531397033
2021/01/08 14:07,0.531,2.6,2.367726193
2021/01/08 14:08,0.509,2.1,2.369749673
2021/01/08 14:09,0.519,2.6,2.375816291
2021/01/08 14:11,0.52,2.5,2.375823817
2021/01/08 14:12,0.5,2.9,2.36974503
2021/01/08 14:13,0.553,3,2.436873245
2021/01/08 14:14,0.537,2.6,2.379128155
2021/01/08 14:15,0.51,2.2,2.36975081
2021/01/08 14:16,0.504,2.8,2.369746253
2021/01/08 14:17,0.538,2.6,2.370103526
2021/01/08 14:18,0.54,2.3,2.361164741
2021/01/08 14:19,0.539,2,2.364781072
2021/01/08 14:21,0.52,2.9,2.375823817
2021/01/08 14:22,0.558,2.2,2.591054574
2021/01/08 14:24,0.502,2.1,2.369745537
2021/01/08 14:25,0.524,2.5,2.370430522
2021/01/08 14:26,0.539,2.2,2.364781072
2021/01/08 14:28,0.51,2.8,2.36975081
2021/01/08 14:29,0.551,2.3,2.429253779
2021/01/08 14:30,0.53,2.7,2.367656514
